col1,col2,col3,col4,col5,col6,class
0.66,0.54,0.57,0.67,0.55,54,2
0.66,0.56,0.57,0.68,0.55,56,2
0.66,0.55,0.56,0.68,0.56,55,2
0.66,0.56,0.58,0.68,0.56,56,2
0.66,0.55,0.57,0.68,0.55,58,2
0.66,0.55,0.57,0.68,0.55,53,2
0.65,0.56,0.58,0.68,0.55,70,2
0.67,0.55,0.61,0.69,0.57,168,3
0.71,0.57,0.61,0.68,0.54,226,3
0.87,0.6,0.72,0.7,0.59,163,3
0.94,0.61,0.78,0.7,0.61,-30,1
0.92,0.6,0.77,0.7,0.62,-253,1
0.74,0.56,0.65,0.66,0.55,-105,1
0.66,0.54,0.59,0.66,0.54,79,2
0.65,0.55,0.59,0.67,0.54,-5,0
0.66,0.56,0.59,0.68,0.54,111,2
0.67,0.55,0.59,0.67,0.55,66,2
0.69,0.56,0.58,0.67,0.53,-307,0
0.72,0.55,0.62,0.73,0.56,26,3
0.84,0.6,0.64,0.86,0.65,291,3
0.88,0.61,0.65,0.96,0.69,109,3
0.89,0.62,0.65,0.96,0.68,389,3
0.78,0.56,0.59,0.78,0.61,-145,1
0.68,0.55,0.58,0.66,0.54,-148,0
0.65,0.54,0.59,0.66,0.54,79,2
0.65,0.54,0.59,0.67,0.54,23,2
0.66,0.54,0.58,0.66,0.54,165,2
0.66,0.54,0.58,0.66,0.56,-571,0
0.68,0.57,0.59,0.72,0.63,-530,1
0.73,0.63,0.62,0.84,0.78,-335,1
0.78,0.66,0.65,0.88,0.89,174,3
0.8,0.65,0.65,0.91,0.94,860,3
0.74,0.59,0.61,0.82,0.76,576,3
0.71,0.54,0.58,0.7,0.59,-53,1
0.68,0.57,0.6,0.69,0.54,54,3
0.69,0.56,0.59,0.68,0.54,53,3
0.67,0.55,0.58,0.67,0.54,54,2
0.68,0.55,0.58,0.67,0.53,54,2
0.65,0.55,0.58,0.67,0.53,82,2
0.67,0.51,0.58,0.67,0.55,65,2
0.67,0.55,0.57,0.67,0.55,109,2
0.67,0.55,0.58,0.67,0.55,182,2
0.72,0.56,0.58,0.67,0.56,504,3
0.75,0.57,0.63,0.69,0.61,244,3
0.87,0.62,0.7,0.71,0.69,-62,1
0.95,0.63,0.76,0.72,0.78,34,3
0.98,0.64,0.8,0.74,0.79,76,3
0.99,0.63,0.83,0.75,0.81,79,3
1.0,0.64,0.84,0.73,0.8,44,3
1.01,0.63,0.85,0.73,0.8,25,3
1.0,0.64,0.84,0.74,0.8,64,3
1.0,0.63,0.85,0.74,0.83,69,3
0.97,0.62,0.81,0.74,0.79,-34,1
0.79,0.56,0.64,0.69,0.6,-241,1
0.66,0.53,0.56,0.67,0.53,-237,0
0.65,0.53,0.58,0.69,0.54,48,2
0.66,0.52,0.58,0.68,0.54,87,2
0.66,0.53,0.57,0.68,0.53,50,2
0.65,0.54,0.57,0.68,0.54,73,2
0.65,0.53,0.58,0.68,0.54,116,2
0.67,0.54,0.6,0.68,0.54,403,2
0.69,0.56,0.66,0.69,0.53,547,3
0.73,0.59,0.7,0.69,0.54,-44,1
0.8,0.63,0.75,0.71,0.56,-31,1
0.75,0.59,0.69,0.71,0.54,-80,1
0.67,0.52,0.58,0.68,0.54,-258,0
0.68,0.53,0.58,0.69,0.53,-66,0
0.68,0.53,0.58,0.69,0.54,59,2
0.68,0.54,0.58,0.69,0.54,47,2
0.68,0.54,0.58,0.69,0.54,55,2
0.68,0.54,0.58,0.69,0.54,53,2
0.69,0.53,0.58,0.68,0.54,48,2
0.67,0.54,0.58,0.68,0.55,54,2
0.67,0.54,0.58,0.68,0.55,53,2
0.68,0.56,0.57,0.69,0.55,55,3
0.67,0.56,0.57,0.68,0.55,53,2
0.67,0.55,0.57,0.69,0.55,52,2
0.68,0.56,0.58,0.69,0.55,115,3
0.71,0.56,0.58,0.68,0.54,81,3
0.76,0.58,0.65,0.71,0.55,336,3
0.95,0.6,0.83,0.74,0.62,-54,1
0.77,0.56,0.68,0.69,0.56,-164,1
0.66,0.54,0.59,0.68,0.54,-26,0
0.66,0.54,0.58,0.67,0.55,288,2
0.68,0.55,0.57,0.67,0.55,-448,0
0.72,0.56,0.61,0.74,0.6,-241,1
0.8,0.61,0.66,0.9,0.67,476,3
0.82,0.6,0.64,0.91,0.67,495,3
0.75,0.55,0.58,0.72,0.59,-129,1
0.68,0.55,0.58,0.65,0.53,-244,0
0.67,0.55,0.59,0.67,0.54,64,2
0.67,0.54,0.58,0.68,0.56,285,2
0.68,0.54,0.59,0.7,0.6,12,3
0.73,0.62,0.65,1.01,0.75,487,3
0.76,0.62,0.63,0.98,0.76,200,3
0.69,0.55,0.57,0.69,0.62,-469,1
0.67,0.54,0.57,0.66,0.53,-358,0
0.66,0.54,0.59,0.67,0.55,48,2
0.66,0.55,0.59,0.68,0.54,149,2
0.67,0.54,0.58,0.66,0.54,484,2
0.74,0.55,0.66,0.68,0.57,100,3
0.88,0.59,0.86,0.72,0.64,2,3
0.8,0.58,0.72,0.7,0.6,-77,1
0.68,0.54,0.59,0.67,0.55,-174,0
0.66,0.54,0.57,0.66,0.54,-132,0
0.66,0.55,0.58,0.68,0.54,145,2
0.66,0.55,0.59,0.68,0.55,90,2
0.66,0.54,0.59,0.68,0.54,23,2
0.66,0.54,0.57,0.68,0.55,57,2
0.67,0.54,0.58,0.67,0.55,46,2
0.67,0.55,0.57,0.68,0.56,59,2
0.65,0.55,0.58,0.67,0.55,48,2
0.66,0.55,0.58,0.68,0.56,57,2
0.66,0.55,0.59,0.68,0.55,64,2
0.67,0.56,0.58,0.69,0.55,57,3
0.69,0.57,0.58,0.69,0.54,51,3
0.66,0.55,0.57,0.67,0.54,63,2
0.68,0.54,0.57,0.67,0.55,52,2
0.67,0.55,0.57,0.67,0.55,52,2
0.67,0.56,0.58,0.66,0.57,51,2
0.67,0.56,0.57,0.68,0.55,47,2
0.66,0.55,0.58,0.67,0.55,55,2
0.66,0.54,0.57,0.67,0.54,50,2
0.65,0.56,0.57,0.68,0.54,55,2
0.66,0.56,0.58,0.67,0.52,57,2
0.68,0.56,0.57,0.67,0.54,81,2
0.66,0.55,0.56,0.67,0.55,254,2
0.69,0.58,0.65,0.69,0.54,93,3
0.78,0.61,0.79,0.71,0.57,-147,1
0.67,0.55,0.64,0.67,0.54,-47,1
0.66,0.54,0.58,0.66,0.54,-64,0
0.66,0.55,0.59,0.67,0.54,514,2
0.75,0.6,0.76,0.71,0.56,48,3
0.75,0.58,0.76,0.69,0.57,-322,1
0.65,0.53,0.59,0.66,0.53,-72,0
0.66,0.54,0.6,0.67,0.55,35,2
0.66,0.54,0.6,0.67,0.54,98,2
0.66,0.55,0.59,0.67,0.54,38,2
0.67,0.54,0.58,0.67,0.55,58,2
0.66,0.55,0.59,0.68,0.55,131,2
0.68,0.55,0.6,0.68,0.54,-371,1
0.82,0.6,0.66,0.9,0.62,393,3
0.92,0.62,0.68,1.02,0.7,271,3
0.9,0.61,0.68,0.99,0.69,372,3
0.73,0.56,0.59,0.72,0.58,-291,1
0.66,0.53,0.57,0.65,0.52,-185,0
0.66,0.55,0.58,0.66,0.54,44,2
0.66,0.55,0.59,0.67,0.55,86,2
0.66,0.55,0.58,0.67,0.54,76,2
0.66,0.55,0.6,0.66,0.55,41,2
0.67,0.55,0.6,0.67,0.52,68,2
0.67,0.54,0.58,0.66,0.54,47,2
0.67,0.54,0.59,0.67,0.54,56,2
0.66,0.54,0.58,0.66,0.55,54,2
0.67,0.57,0.59,0.67,0.54,54,2
0.66,0.55,0.58,0.67,0.53,55,2
0.65,0.55,0.58,0.67,0.55,55,2
0.66,0.54,0.58,0.67,0.53,65,2
0.67,0.56,0.58,0.67,0.55,54,2
0.66,0.55,0.58,0.67,0.55,85,2
0.66,0.55,0.57,0.67,0.54,36,2
0.66,0.55,0.58,0.67,0.55,55,2
0.67,0.56,0.58,0.67,0.55,56,2
0.66,0.56,0.58,0.67,0.55,48,2
0.68,0.56,0.59,0.68,0.55,73,3
0.66,0.55,0.58,0.67,0.55,118,2
0.67,0.55,0.6,0.68,0.56,109,3
0.7,0.58,0.57,0.66,0.63,78,3
0.73,0.6,0.6,0.69,0.65,-42,1
0.76,0.63,0.63,0.7,0.69,162,3
0.72,0.59,0.62,0.71,0.64,11,3
0.68,0.55,0.58,0.68,0.54,-18,0
0.66,0.55,0.58,0.67,0.51,102,2
0.67,0.54,0.57,0.67,0.53,154,2
0.68,0.56,0.58,0.7,0.58,225,3
0.74,0.61,0.6,0.7,0.66,77,3
0.79,0.62,0.62,0.7,0.69,86,3
0.75,0.59,0.61,0.7,0.65,-126,1
0.68,0.55,0.57,0.68,0.57,-42,1
0.67,0.55,0.58,0.68,0.51,-73,0
0.67,0.54,0.58,0.68,0.51,15,2
0.66,0.54,0.57,0.68,0.53,95,2
0.66,0.55,0.58,0.68,0.51,458,2
0.7,0.55,0.6,0.67,0.53,174,3
0.78,0.61,0.67,0.75,0.64,421,3
0.91,0.65,0.75,0.84,0.71,58,3
0.81,0.63,0.72,0.78,0.69,-385,1
0.69,0.56,0.62,0.67,0.55,-153,1
0.67,0.55,0.56,0.67,0.53,1,2
0.67,0.55,0.56,0.67,0.52,118,2
0.67,0.54,0.58,0.67,0.52,381,2
0.71,0.55,0.61,0.67,0.53,258,3
0.85,0.64,0.86,0.71,0.61,194,3
0.95,0.64,0.94,0.72,0.65,-186,1
0.72,0.59,0.61,0.71,0.58,44,3
0.71,0.58,0.62,0.7,0.58,53,3
0.72,0.59,0.61,0.71,0.57,43,3
0.71,0.58,0.65,0.7,0.57,45,3
0.71,0.59,0.63,0.72,0.58,54,3
0.7,0.58,0.61,0.72,0.58,49,3
0.71,0.58,0.61,0.7,0.58,49,3
0.71,0.58,0.61,0.7,0.57,56,3
0.72,0.58,0.61,0.72,0.57,91,3
0.72,0.59,0.62,0.71,0.56,194,3
0.84,0.67,0.85,0.77,0.6,182,3
0.84,0.64,0.85,0.76,0.61,-156,1
0.71,0.57,0.66,0.7,0.58,-216,1
0.68,0.56,0.62,0.71,0.57,149,3
0.69,0.58,0.62,0.7,0.57,38,3
0.7,0.58,0.61,0.71,0.58,5,3
0.7,0.57,0.61,0.71,0.58,42,3
0.7,0.58,0.62,0.71,0.58,234,3
0.71,0.58,0.62,0.73,0.6,-649,1
0.75,0.58,0.62,0.76,0.63,-737,1
0.81,0.65,0.66,0.89,0.76,380,3
0.82,0.65,0.65,0.91,0.79,986,3
0.77,0.58,0.62,0.78,0.65,128,3
0.7,0.57,0.61,0.72,0.57,-150,1
0.69,0.57,0.62,0.7,0.56,16,3
0.7,0.57,0.63,0.7,0.58,77,3
0.69,0.57,0.62,0.71,0.57,99,3
0.7,0.58,0.62,0.7,0.57,300,3
0.69,0.6,0.62,0.71,0.58,330,3
0.73,0.8,0.64,0.73,0.63,61,3
0.72,0.75,0.64,0.74,0.64,-150,1
0.71,0.57,0.62,0.7,0.58,-11,1
0.7,0.53,0.62,0.7,0.57,130,3
0.72,0.68,0.62,0.7,0.61,186,3
0.77,0.83,0.65,0.77,0.76,-124,1
0.71,0.61,0.62,0.71,0.61,-49,1
0.7,0.52,0.62,0.71,0.55,92,3
0.7,0.53,0.61,0.71,0.56,555,3
0.69,0.65,0.65,0.72,0.63,137,3
0.75,0.85,0.75,0.78,0.78,-413,1
0.7,0.59,0.61,0.72,0.57,52,3
0.69,0.58,0.61,0.71,0.57,54,3
0.69,0.57,0.61,0.72,0.58,56,3
0.69,0.57,0.61,0.73,0.56,55,3
0.69,0.58,0.61,0.72,0.57,55,3
0.69,0.57,0.61,0.72,0.55,53,3
0.69,0.57,0.6,0.72,0.57,57,3
0.68,0.58,0.61,0.73,0.57,105,3
0.7,0.57,0.6,0.72,0.56,26,3
0.71,0.58,0.64,0.71,0.56,51,3
0.71,0.57,0.61,0.71,0.57,235,3
0.74,0.59,0.65,0.72,0.59,146,3
0.95,0.66,0.8,0.76,0.67,209,3
0.96,0.65,0.8,0.8,0.72,-43,1
0.75,0.6,0.65,0.71,0.62,-164,1
0.65,0.57,0.59,0.7,0.56,-73,1
0.66,0.58,0.59,0.7,0.57,4,3
0.67,0.58,0.6,0.72,0.58,66,3
0.68,0.58,0.61,0.7,0.56,82,3
0.67,0.57,0.6,0.71,0.58,106,3
0.67,0.58,0.62,0.7,0.58,228,3
0.72,0.59,0.64,0.71,0.6,197,3
0.84,0.62,0.71,0.74,0.67,-8,1
0.96,0.63,0.8,0.76,0.79,48,3
0.9,0.63,0.76,0.75,0.76,29,3
0.72,0.57,0.61,0.71,0.58,-235,1
0.69,0.58,0.6,0.7,0.56,28,3
0.68,0.57,0.6,0.71,0.56,126,3
0.7,0.58,0.61,0.7,0.57,36,3
0.7,0.58,0.6,0.71,0.57,114,3
0.68,0.58,0.61,0.72,0.57,33,3
0.7,0.59,0.61,0.72,0.61,186,3
0.72,0.62,0.63,0.73,0.65,320,3
0.73,0.64,0.65,0.73,0.68,11,3
0.75,0.64,0.66,0.73,0.69,-99,1
0.71,0.61,0.62,0.72,0.65,-112,1
0.69,0.58,0.58,0.72,0.56,13,3
0.7,0.57,0.61,0.7,0.55,8,3
0.69,0.58,0.61,0.71,0.57,218,3
0.69,0.58,0.61,0.71,0.57,-47,1
0.68,0.59,0.62,0.73,0.56,54,3
0.68,0.59,0.61,0.7,0.54,51,3
0.68,0.59,0.62,0.7,0.55,56,3
0.68,0.59,0.62,0.73,0.55,55,3
0.68,0.58,0.61,0.71,0.55,52,3
0.69,0.58,0.61,0.71,0.55,55,3
0.69,0.59,0.61,0.71,0.54,53,3
0.68,0.57,0.61,0.71,0.55,54,3
0.68,0.59,0.62,0.71,0.56,50,3
0.67,0.58,0.61,0.72,0.56,54,3
0.67,0.58,0.61,0.72,0.56,55,3
0.68,0.58,0.61,0.71,0.55,170,3
0.68,0.6,0.62,0.71,0.55,151,3
0.7,0.59,0.62,0.71,0.59,139,3
0.74,0.63,0.63,0.74,0.66,36,3
0.77,0.64,0.64,0.74,0.67,-90,1
0.71,0.6,0.61,0.7,0.62,-64,1
0.68,0.58,0.61,0.71,0.54,91,3
0.68,0.58,0.61,0.7,0.55,203,3
0.73,0.6,0.65,0.71,0.57,196,3
0.9,0.65,0.8,0.77,0.73,-44,1
0.98,0.66,0.85,0.77,0.8,53,3
0.89,0.63,0.76,0.76,0.75,-254,1
0.7,0.57,0.63,0.72,0.57,-135,1
0.67,0.59,0.6,0.71,0.54,111,3
0.68,0.56,0.61,0.71,0.55,37,3
0.68,0.58,0.61,0.7,0.56,57,3
0.68,0.57,0.62,0.72,0.56,58,3
0.69,0.58,0.61,0.71,0.56,76,3
0.69,0.57,0.62,0.71,0.54,41,3
0.68,0.58,0.61,0.7,0.55,49,3
0.67,0.57,0.61,0.72,0.55,62,3
0.68,0.59,0.61,0.7,0.54,54,3
0.68,0.57,0.61,0.71,0.55,50,3
0.68,0.58,0.6,0.7,0.56,54,3
0.67,0.59,0.61,0.7,0.55,55,3
0.68,0.58,0.62,0.7,0.54,58,3
0.68,0.58,0.6,0.7,0.55,53,3
0.68,0.58,0.61,0.71,0.55,53,3
0.67,0.59,0.61,0.7,0.55,54,3
0.73,0.59,0.66,0.72,0.56,88,3
0.74,0.59,0.65,0.71,0.56,-5,1
0.67,0.58,0.61,0.69,0.55,-11,1
0.67,0.58,0.6,0.71,0.56,212,3
0.73,0.59,0.64,0.71,0.54,55,3
0.75,0.58,0.65,0.71,0.56,-53,1
0.67,0.58,0.6,0.69,0.55,-256,1
0.67,0.59,0.6,0.7,0.56,156,3
0.74,0.6,0.65,0.74,0.56,120,3
0.78,0.58,0.64,0.74,0.58,-50,1
0.68,0.57,0.6,0.7,0.56,10,3
0.68,0.57,0.61,0.7,0.55,328,3
0.72,0.6,0.63,0.7,0.56,222,3
0.77,0.58,0.66,0.71,0.58,-236,1
0.68,0.57,0.61,0.7,0.57,101,3
0.67,0.58,0.6,0.69,0.56,204,3
0.76,0.59,0.72,0.71,0.59,173,3
0.76,0.59,0.7,0.71,0.59,-158,1
0.68,0.58,0.59,0.7,0.56,-82,1
0.67,0.57,0.6,0.69,0.54,245,3
0.71,0.58,0.65,0.71,0.57,143,3
0.74,0.58,0.68,0.71,0.6,-141,1
0.68,0.57,0.59,0.69,0.56,48,3
0.67,0.58,0.6,0.69,0.54,305,3
0.67,0.58,0.65,0.7,0.55,192,3
0.71,0.58,0.68,0.7,0.58,-299,1
0.68,0.58,0.59,0.7,0.56,78,3
0.68,0.58,0.6,0.7,0.55,391,3
0.68,0.59,0.65,0.71,0.55,113,3
0.69,0.59,0.65,0.7,0.57,-215,1
0.68,0.57,0.6,0.69,0.56,28,3
0.68,0.58,0.59,0.7,0.55,303,3
0.71,0.62,0.68,0.7,0.57,61,3
0.68,0.59,0.65,0.7,0.57,-193,1
0.68,0.57,0.59,0.7,0.56,-12,1
0.67,0.57,0.61,0.69,0.55,51,3
0.69,0.56,0.61,0.69,0.55,442,3
0.76,0.58,0.74,0.7,0.58,-226,1
0.68,0.58,0.62,0.7,0.54,-176,1
0.67,0.57,0.61,0.7,0.56,80,3
0.66,0.58,0.61,0.71,0.57,51,3
0.7,0.59,0.62,0.71,0.55,55,3
0.67,0.58,0.61,0.69,0.56,54,3
0.67,0.59,0.61,0.7,0.54,55,3
0.67,0.58,0.61,0.69,0.56,55,3
0.68,0.53,0.61,0.69,0.56,52,3
0.68,0.57,0.6,0.7,0.55,50,3
0.67,0.58,0.6,0.69,0.56,57,3
0.67,0.58,0.6,0.7,0.55,62,3
0.66,0.58,0.61,0.7,0.56,100,3
0.68,0.59,0.6,0.7,0.55,382,3
0.76,0.59,0.71,0.72,0.59,-96,1
0.66,0.57,0.6,0.7,0.57,-215,1
0.67,0.58,0.6,0.69,0.56,-35,1
0.68,0.58,0.6,0.69,0.56,323,3
0.8,0.61,0.8,0.73,0.6,58,3
0.72,0.58,0.65,0.71,0.57,-185,1
0.66,0.57,0.59,0.69,0.56,-122,1
0.66,0.57,0.6,0.69,0.56,479,3
0.71,0.59,0.61,0.71,0.59,292,3
0.79,0.6,0.7,0.72,0.59,-21,1
0.72,0.57,0.6,0.69,0.56,-145,1
0.66,0.56,0.6,0.69,0.55,286,3
0.7,0.57,0.62,0.68,0.58,199,3
0.79,0.61,0.65,0.72,0.58,-193,1
0.73,0.59,0.61,0.69,0.55,-292,1
0.67,0.57,0.6,0.69,0.55,-32,1
0.68,0.57,0.61,0.7,0.56,73,3
0.8,0.61,0.73,0.73,0.59,400,3
0.81,0.6,0.71,0.72,0.58,-140,1
0.67,0.56,0.6,0.68,0.56,-204,1
0.67,0.56,0.62,0.7,0.56,448,3
0.69,0.59,0.63,0.73,0.56,103,3
0.78,0.62,0.78,0.75,0.58,-43,1
0.7,0.56,0.64,0.69,0.56,-33,1
0.68,0.57,0.6,0.68,0.55,-227,1
0.69,0.57,0.6,0.69,0.56,80,3
0.67,0.56,0.61,0.7,0.55,114,3
0.67,0.57,0.61,0.7,0.57,22,3
0.68,0.57,0.61,0.7,0.56,54,3
0.69,0.58,0.6,0.7,0.56,52,3
0.66,0.59,0.61,0.71,0.58,53,3
0.68,0.57,0.6,0.7,0.57,55,3
0.67,0.57,0.61,0.71,0.57,53,3
0.67,0.57,0.61,0.71,0.57,53,3
0.66,0.59,0.63,0.7,0.56,53,3
0.67,0.59,0.6,0.69,0.57,51,3
0.68,0.57,0.59,0.71,0.56,55,3
0.67,0.58,0.6,0.7,0.56,56,3
0.68,0.57,0.59,0.69,0.55,108,3
0.69,0.56,0.61,0.71,0.56,-7,1
0.67,0.57,0.6,0.7,0.56,117,3
0.69,0.57,0.61,0.7,0.56,122,3
0.89,0.6,0.77,0.72,0.61,-24,1
0.77,0.57,0.66,0.71,0.59,20,3
0.68,0.58,0.6,0.7,0.55,-51,1
0.68,0.58,0.6,0.68,0.55,275,3
0.92,0.62,0.85,0.75,0.63,170,3
0.77,0.58,0.64,0.7,0.59,60,3
0.68,0.57,0.6,0.69,0.55,-288,1
0.67,0.58,0.6,0.69,0.55,-67,1
0.67,0.58,0.6,0.69,0.55,158,3
0.67,0.56,0.62,0.7,0.57,98,3
0.68,0.58,0.59,0.71,0.59,-604,1
0.75,0.65,0.64,0.94,0.65,1035,3
0.74,0.61,0.62,0.83,0.72,265,3
0.69,0.57,0.6,0.72,0.57,-351,1
0.68,0.57,0.62,0.65,0.56,-203,1
0.66,0.58,0.62,0.71,0.57,-101,1
0.78,0.69,0.65,1.05,0.75,1220,3
0.75,0.6,0.61,0.87,0.71,110,3
0.69,0.57,0.6,0.69,0.55,-580,1
0.68,0.55,0.61,0.68,0.55,-172,1
0.69,0.56,0.62,0.69,0.55,151,3
0.67,0.56,0.61,0.68,0.55,114,3
0.69,0.56,0.61,0.67,0.55,710,3
0.76,0.56,0.69,0.7,0.59,295,3
0.87,0.62,0.85,0.73,0.64,-51,1
0.76,0.57,0.65,0.71,0.58,-117,1
0.67,0.57,0.59,0.69,0.57,-373,1
0.68,0.59,0.62,0.69,0.57,61,3
0.68,0.59,0.61,0.7,0.57,52,3
0.67,0.59,0.6,0.7,0.56,49,3
0.68,0.58,0.6,0.7,0.56,54,3
0.68,0.6,0.6,0.69,0.57,54,3
0.67,0.59,0.61,0.71,0.58,55,3
0.67,0.57,0.6,0.7,0.57,151,3
0.67,0.6,0.62,0.71,0.57,-29,1
0.71,0.79,0.67,0.72,0.67,286,3
0.7,0.65,0.64,0.71,0.65,-99,1
0.69,0.54,0.59,0.71,0.55,-176,1
0.68,0.54,0.61,0.71,0.55,305,3
0.69,0.64,0.63,0.7,0.57,304,3
0.72,0.73,0.65,0.71,0.7,72,3
0.7,0.56,0.6,0.71,0.59,-180,1
0.68,0.53,0.61,0.72,0.53,-140,1
0.69,0.54,0.61,0.71,0.54,231,3
0.7,0.78,0.65,0.71,0.66,601,3
0.71,0.65,0.65,0.72,0.67,-210,1
0.69,0.53,0.6,0.7,0.55,-451,1
0.7,0.54,0.6,0.71,0.52,-63,1
0.68,0.54,0.61,0.7,0.53,213,3
0.7,0.55,0.62,0.71,0.54,219,3
0.72,0.58,0.65,0.72,0.55,416,3
0.96,0.6,0.8,0.73,0.62,-203,1
0.74,0.54,0.64,0.68,0.57,32,3
0.69,0.56,0.61,0.7,0.56,252,3
0.72,0.59,0.63,0.71,0.55,791,3
0.96,0.61,0.69,0.73,0.62,43,3
0.72,0.56,0.6,0.67,0.57,-268,1
0.68,0.55,0.61,0.69,0.58,-304,1
0.68,0.56,0.61,0.7,0.57,-94,1
0.69,0.56,0.62,0.72,0.57,134,3
0.7,0.56,0.62,0.71,0.56,75,3
0.69,0.56,0.62,0.7,0.57,21,3
0.69,0.57,0.61,0.7,0.57,68,3
0.69,0.56,0.61,0.71,0.57,48,3
0.69,0.56,0.61,0.71,0.56,53,3
0.68,0.57,0.62,0.7,0.56,54,3
0.69,0.56,0.62,0.7,0.57,47,3
0.69,0.58,0.62,0.7,0.57,55,3
0.69,0.58,0.61,0.7,0.58,53,3
0.69,0.57,0.61,0.71,0.57,53,3
0.69,0.58,0.62,0.7,0.57,53,3
0.68,0.58,0.6,0.7,0.57,56,3
0.69,0.57,0.61,0.72,0.58,52,3
0.68,0.57,0.61,0.71,0.57,57,3
0.69,0.58,0.61,0.72,0.58,53,3
0.69,0.58,0.6,0.71,0.57,55,3
0.69,0.58,0.61,0.71,0.56,53,3
0.69,0.57,0.59,0.7,0.58,111,3
0.7,0.58,0.61,0.71,0.57,53,3
0.83,0.6,0.64,0.76,0.6,235,3
0.87,0.59,0.64,0.73,0.62,-44,1
0.72,0.56,0.59,0.69,0.56,-103,1
0.69,0.58,0.61,0.72,0.57,-196,1
0.9,0.61,0.67,0.91,0.61,951,3
0.79,0.58,0.62,0.8,0.59,250,3
0.72,0.57,0.61,0.67,0.56,-312,1
0.69,0.57,0.61,0.69,0.55,9,3
0.7,0.59,0.61,0.7,0.56,327,3
0.69,0.59,0.62,0.69,0.57,293,3
0.74,0.76,0.63,0.71,0.6,212,3
0.74,0.66,0.62,0.7,0.61,-189,1
0.72,0.54,0.6,0.7,0.55,-205,1
0.72,0.54,0.62,0.7,0.55,236,3
0.73,0.72,0.62,0.7,0.62,535,3
0.74,0.72,0.64,0.73,0.69,-317,1
0.7,0.54,0.59,0.7,0.56,-512,1
0.7,0.53,0.61,0.7,0.55,-46,1
0.69,0.55,0.61,0.7,0.56,43,3
0.69,0.54,0.61,0.7,0.55,185,3
0.69,0.55,0.62,0.7,0.55,479,3
0.72,0.66,0.79,0.72,0.67,381,3
0.84,0.69,0.83,0.74,0.72,-380,1
0.69,0.57,0.63,0.69,0.59,-398,1
0.68,0.55,0.6,0.71,0.53,249,3
0.71,0.59,0.64,0.71,0.54,478,3
0.86,0.72,0.95,0.75,0.76,102,3
0.85,0.66,0.78,0.74,0.71,-132,1
0.63,0.53,0.54,0.68,0.54,85,2
0.55,0.45,0.53,0.65,0.5,-116,0
0.6,0.5,0.54,0.65,0.49,54,2
0.58,0.51,0.53,0.65,0.47,52,2
0.57,0.49,0.53,0.64,0.48,157,2
0.61,0.51,0.53,0.64,0.48,136,2
0.6,0.55,0.53,0.67,0.55,2,2
0.56,0.47,0.53,0.67,0.5,-14,0
0.55,0.49,0.51,0.64,0.48,144,2
0.6,0.5,0.53,0.64,0.48,64,2
0.64,0.56,0.54,0.68,0.55,37,2
0.58,0.47,0.53,0.66,0.51,-24,0
0.56,0.48,0.53,0.64,0.48,168,2
0.61,0.51,0.54,0.64,0.48,41,2
0.64,0.54,0.54,0.69,0.54,76,2
0.58,0.5,0.55,0.67,0.52,6,2
0.56,0.48,0.53,0.63,0.48,-8,0
0.58,0.5,0.53,0.63,0.48,-72,0
0.62,0.53,0.55,0.7,0.53,267,2
0.64,0.53,0.55,0.7,0.54,14,2
0.55,0.42,0.52,0.63,0.49,-76,0
0.57,0.47,0.54,0.63,0.49,-27,0
0.62,0.53,0.53,0.69,0.53,160,2
0.65,0.56,0.55,0.7,0.55,85,2
0.54,0.44,0.53,0.64,0.49,-103,0
0.56,0.47,0.53,0.63,0.48,68,2
0.57,0.48,0.54,0.64,0.48,56,2
0.56,0.5,0.54,0.64,0.48,66,2
0.56,0.5,0.52,0.64,0.48,29,2
0.59,0.5,0.53,0.65,0.48,165,2
0.62,0.55,0.54,0.68,0.57,31,2
0.6,0.5,0.54,0.66,0.53,-23,0
0.56,0.46,0.52,0.63,0.47,138,2
0.57,0.52,0.52,0.64,0.48,146,2
0.64,0.57,0.55,0.7,0.56,-12,0
0.59,0.5,0.54,0.67,0.53,13,2
0.55,0.46,0.54,0.63,0.47,66,2
0.57,0.47,0.52,0.63,0.47,117,2
0.59,0.54,0.53,0.65,0.49,81,2
0.61,0.54,0.53,0.66,0.52,50,2
0.64,0.56,0.55,0.7,0.53,137,2
0.51,0.46,0.51,0.64,0.49,22,2
0.56,0.48,0.52,0.63,0.47,-63,0
0.6,0.52,0.54,0.67,0.5,153,2
0.63,0.55,0.55,0.73,0.55,111,2
0.55,0.42,0.53,0.65,0.53,-11,0
0.55,0.48,0.53,0.64,0.47,14,2
0.6,0.5,0.53,0.65,0.48,30,2
0.63,0.56,0.55,0.71,0.55,218,2
0.59,0.48,0.53,0.66,0.51,-4,0
0.56,0.46,0.53,0.63,0.47,-54,0
0.61,0.51,0.54,0.68,0.51,137,2
0.65,0.58,0.56,0.71,0.57,187,3
0.57,0.45,0.53,0.65,0.5,-5,0
0.56,0.46,0.53,0.63,0.48,29,2
0.56,0.5,0.53,0.65,0.49,70,2
0.59,0.51,0.53,0.65,0.47,-200,0
0.62,0.51,0.54,0.72,0.57,292,2
0.63,0.52,0.54,0.67,0.6,224,2
0.59,0.48,0.52,0.64,0.51,-94,0
0.59,0.51,0.53,0.63,0.49,-94,0
